population	model	date	rep	h	S_allsites	W_meanFitness	L_mutationLoad	generation	subpopulation
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.250797271668109	0.778180114725482	0.221819885274518	5100	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.263015759249897	0.768729782610954	0.231270217389046	5100	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.250238636355338	0.778614955064539	0.221385044935461	5200	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.258646545419412	0.772095875644262	0.227904124355738	5200	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.250588287516921	0.778342759030678	0.221657240969322	5300	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.25995589433259	0.771085594298344	0.228914405701656	5300	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.253178716859809	0.776329126321499	0.223670873678501	5400	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.258886457902983	0.771910662423551	0.228089337576449	5400	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.252482640616255	0.776869698701479	0.223130301298521	5500	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.256682111356335	0.77361409781778	0.22638590218222	5500	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.251996204137514	0.777247688388689	0.222752311611311	5600	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.257452220381946	0.773018559962682	0.226981440037318	5600	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.250871195877113	0.77812259050228	0.22187740949772	5700	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.261761946977686	0.769694229938006	0.230305770061994	5700	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.252895258151602	0.776549214764309	0.223450785235691	5800	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.261391434692118	0.769979463944419	0.230020536055581	5800	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.254566457974008	0.775252529666251	0.224747470333749	5900	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.259307698859219	0.771585570513804	0.228414429486196	5900	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.254078212657274	0.775631135501889	0.224368864498111	6000	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.256696119900111	0.773603260686732	0.226396739313268	6000	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.253628262504231	0.775980209377045	0.224019790622955	6100	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.258545186385049	0.77217413850291	0.22782586149709	6100	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.255662029005275	0.774403650541429	0.225596349458571	6200	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.260306369655122	0.770815395177811	0.229184604822189	6200	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.253813916392306	0.775836159006275	0.224163840993725	6300	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.258033247492138	0.77256954568003	0.22743045431997	6300	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.252499769936167	0.776856391565852	0.223143608434148	6400	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.257096159987403	0.773293850263209	0.226706149736791	6400	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.253930310806983	0.77574586126584	0.22425413873416	6500	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.25809972115102	0.772518191862445	0.227481808137555	6500	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.253684975786633	0.7759362022402	0.2240637977598	6600	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.260974868002412	0.770300278556556	0.229699721443444	6600	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.253293956001744	0.776239667973773	0.223760332026227	6700	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.264091455603408	0.767903307384852	0.232096692615148	6700	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.254886298355876	0.775004612250233	0.224995387749767	6800	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.262820003229101	0.76888028082425	0.23111971917575	6800	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.25366288468505	0.775953343715001	0.224046656284999	6900	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.264352197944688	0.767703108579895	0.232296891420105	6900	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.254243848112403	0.775502674124921	0.224497325875079	7000	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.265399259034714	0.766899697210002	0.233100302789998	7000	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.252617189213507	0.776765179004919	0.223234820995081	7100	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.266362343394558	0.766161463653707	0.233838536346293	7100	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.254032205762766	0.775666820702594	0.224333179297406	7200	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.26937186253079	0.763859152230249	0.236140847769751	7200	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.2532349029262	0.77628550866703	0.22371449133297	7300	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.269562202718215	0.763713772972244	0.236286227027756	7300	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.257431784882154	0.773034357144715	0.226965642855285	7400	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.269168742267623	0.76401432326093	0.23598567673907	7400	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.257412163754127	0.773049525099611	0.226950474900389	7500	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.269270024586627	0.763936946037056	0.236063053962944	7500	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.258163744264574	0.772468734425751	0.227531265574249	7600	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.266537832947456	0.76602702211789	0.23397297788211	7600	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.260084737013487	0.770986251963077	0.229013748036923	7700	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.266691150468961	0.765909585756209	0.234090414243791	7700	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.26391731263243	0.768037043992531	0.231962956007469	7800	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.267506316814003	0.765285496441417	0.234714503558583	7800	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.265163292031717	0.767080681585482	0.232919318414518	7900	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.271884424646368	0.761942317753971	0.238057682246029	7900	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.266024669360964	0.766420220170743	0.233579779829257	8000	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.269415107803639	0.76382611964705	0.23617388035295	8000	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.266368136614829	0.766157025124442	0.233842974875558	8002	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.26893699092596	0.764191405124082	0.235808594875918	8002	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.274651761836064	0.759836681288471	0.240163318711529	8004	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.285571014901072	0.751584965551154	0.248415034448846	8004	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.281600752621081	0.754574886447663	0.245425113552337	8006	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.29855142918751	0.741892125959692	0.258107874040308	8006	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.286818265503723	0.750648135102545	0.249351864897455	8008	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.309194702593683	0.73403783704127	0.26596216295873	8008	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.29267607650104	0.746263833942285	0.253736166057715	8010	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.333808358680583	0.716191020868685	0.283808979131315	8010	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.303184385295048	0.738462922112827	0.261537077887173	8012	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.339276110544887	0.712285752328226	0.287714247671774	8012	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.312289908988099	0.731769350961691	0.268230649038309	8014	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.346931513960436	0.70685373621304	0.29314626378696	8014	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.318865432444109	0.726973369754027	0.273026630245973	8016	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.368726291325421	0.691614685484901	0.308385314515099	8016	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.32563042001643	0.722072001482557	0.277927998517443	8018	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.384156319546649	0.681024961345204	0.318975038654796	8018	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.331006862397331	0.718200240448246	0.281799759551754	8020	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.402224890218123	0.668830315380315	0.331169684619685	8020	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.3350631669144	0.715292902079983	0.284707097920017	8022	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.418661564168832	0.657926823604383	0.342073176395617	8022	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.344029475557471	0.708908032282108	0.291091967717892	8024	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.437255875989742	0.645806163976153	0.354193836023847	8024	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.344443031159761	0.708614920007139	0.291385079992861	8026	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.455435166718945	0.634171937371691	0.365828062628309	8026	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.348677214127526	0.705620857958609	0.294379142041391	8028	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.479716308293628	0.61895896042494	0.38104103957506	8028	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.356035261984682	0.700447920615929	0.299552079384071	8030	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.486362045184375	0.614859160213781	0.385140839786219	8030	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.362699891558322	0.695795216186862	0.304204783813138	8032	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.49513079510771	0.60949118361768	0.39050881638232	8032	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.366776312132134	0.692964635490824	0.307035364509176	8034	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.517770617111567	0.595847440432765	0.404152559567235	8034	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.37355858950443	0.688280659092253	0.311719340907747	8036	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.53341052166848	0.586600939012613	0.413399060987387	8036	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.383494775697949	0.681475638274032	0.318524361725968	8038	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.530035103795353	0.588584307772614	0.411415692227386	8038	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.382825844024108	0.681931651417238	0.318068348582762	8040	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.528031758726445	0.589764627141964	0.410235372858036	8040	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.380928603804936	0.683226667663033	0.316773332336967	8042	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.525005112402871	0.591552340105203	0.408447659894797	8042	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.377707153089958	0.685431197685974	0.314568802314026	8044	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.519976768943068	0.594534359471319	0.405465640528681	8044	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.374574568140043	0.68758173575302	0.31241826424698	8046	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.513065652167099	0.59865748715415	0.40134251284585	8046	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.373209992071532	0.688520633787978	0.311479366212022	8048	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.511187985229791	0.599782622508711	0.400217377491289	8048	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.373198456692027	0.688528576180595	0.311471423819405	8050	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.505326943682835	0.603308295343095	0.396691704656905	8050	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.370348701838495	0.690493512295689	0.309506487704311	8052	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.50041566655031	0.606278597596178	0.393721402403822	8052	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.367810796413227	0.692248145130959	0.307751854869041	8054	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.497388509903861	0.60811667855836	0.39188332144164	8054	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.367190929879493	0.692677379609465	0.307322620390535	8056	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.497741674294509	0.607901951321373	0.392098048678627	8056	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.362245286547826	0.696111600087824	0.303888399912176	8058	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.479597663989626	0.619032400736556	0.380967599263444	8058	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.355196678494814	0.701035551031816	0.298964448968184	8060	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.459432358001801	0.631642090341438	0.368357909658562	8060	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.348797596680604	0.705535918630932	0.294464081369068	8062	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.442854309893015	0.642200762570381	0.357799237429619	8062	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.341752290530612	0.710524186481322	0.289475813518678	8064	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.427917921738641	0.651864916542028	0.348135083457972	8064	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.336807369810892	0.714046373543697	0.285953626456303	8066	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.413245563689555	0.661499822544428	0.338500177455572	8066	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.332184193534223	0.717355178499128	0.282644821500872	8068	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.404154238924563	0.667541152498774	0.332458847501226	8068	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.328352731673014	0.720108969660566	0.279891030339434	8070	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.390670321574664	0.676603180745258	0.323396819254742	8070	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.323752327108709	0.723429394043089	0.276570605956911	8072	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.379009215454174	0.684539304296622	0.315460695703378	8072	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.319402554459625	0.726583001199596	0.273416998800404	8074	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.370186652999212	0.690605415034499	0.309394584965501	8074	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.315866280733063	0.729156945981243	0.270843054018757	8076	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.362669333129935	0.695816478920024	0.304183521079976	8076	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.312624483731497	0.731524560371525	0.268475439628475	8078	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.355931435860671	0.700520649184095	0.299479350815905	8078	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.308990290415079	0.734187898651406	0.265812101348594	8080	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.346896784044194	0.706878285610391	0.293121714389609	8080	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.305407371467508	0.736823152515932	0.263176847484068	8082	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.340233084264582	0.711604439633502	0.288395560366498	8082	2
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.302801843168591	0.738745469329023	0.261254530670977	8084	1
CA_AK	2D.3Epoch.Translocation	20191006	1	0	0.333078233876175	0.716714120638536	0.283285879361464	8084	2
